Stachel	Ort	Ortgeber	Kategorie	BildName	Zitat	Eckpunkte_yxmin_yx_max	png_name	angle_deg	numPoints	lineAngle
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	“Andere Kinder nerven”	1527, 2386, 1494, 2441, 1885, 2660, 1917, 2604	DSC00513.JPG_Blob30.png	-29.253284	898	-4,2053
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	“Der Ort war für kleine Kinder gemacht”, aber wir nutzten ihn später bei schönem Wetter zum “Treffen, Spielen, Flirten, Knutschen.	4815, 1578, 3846, 2357, 3912, 2442, 4885, 1661	DSC00513.JPG_Blob03.png	0.0	2119	0,8895
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Es ist ein bisschen frischer hier	2094, 1622, 2040, 1653, 2335, 2166, 2391, 2135	DSC00513.JPG_Blob21.png	-60.098995	1137	-3,6649
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Es ist langweilig, es gibt ja nur das Wasser	2520, 1269, 2457, 1285, 2646, 2034, 2711, 2018	DSC00513.JPG_Blob20.png	-75.83783	1627	-3,3875
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Es waren leider wenig Bäume in der Nähe	2407, 1299, 2348, 1316, 2564, 2061, 2625, 2040	DSC00513.JPG_Blob18.png	-73.83138	1609	-3,4222
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Ist vielleicht interessanter für kleinere Kinder	2818, 1165, 2759, 1170, 2823, 1994, 2889, 1984	DSC00513.JPG_Blob32.png	-85.558754	1775	-3,2280
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Man hat sich getroffen	1648, 2181, 1610, 2227, 1972, 2511, 2010, 2462	DSC00513.JPG_Blob28.png	-38.11526	828	-4,0490
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Nutze selbst auch manchmal die Wasserspiele zum erfrischen	4049, 1145, 3520, 2117, 3576, 2150, 4106, 1177	DSC00513.JPG_Blob09.png	0.0	2062	0,5034
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Schön grün und ruhig	1527, 2386, 1494, 2441, 1885, 2660, 1917, 2604	DSC00513.JPG_Blob30.png	-29.253284	898	-4,2053
7	Plansche Singerstrasse		AlleZitate	DSC00513.JPG	Wir spielen "Schwimmbulle” - wer am längsten im flachen Wasser tauchen kann	5538, 3072, 4173, 3126, 4176, 3190, 5565, 3135	DSC00513.JPG_Blob25.png	0.0	2905	1,5367
